"Store","Date","Temperature","Fuel_Price","MarkDown1","CPI","Unemployment","IsHoliday"
6,"12/10/2012",65.43,3.601,1905.34,225.0054733,5.329,FALSE
6,"19/10/2012",69.68,3.594,1476.45,225.0501013,5.329,FALSE
6,"26/10/2012",72.34,3.506,6827.59,225.0686254,5.329,FALSE
6,"02/11/2012",58.38,3.386,13494.41,225.0871495,5.329,FALSE
6,"09/11/2012",66.68,3.314,10750.41,225.1056736,5.329,FALSE
6,"16/11/2012",56.16,3.252,7849.78,225.1376976,5.329,FALSE
6,"23/11/2012",60.28,3.211,849.7,225.1877216,5.329,TRUE
6,"30/11/2012",56.18,3.207,4463.06,225.2377455,5.329,FALSE
6,"07/12/2012",64.25,3.198,11880.41,225.2877694,5.329,FALSE
6,"14/12/2012",51.31,3.168,5687.4,225.3479355,5.329,FALSE
6,"21/12/2012",58.51,3.098,5511.3,225.4689545,5.329,FALSE
6,"28/12/2012",46.57,3.108,12663.68,225.5899734,5.329,TRUE
6,"04/01/2013",40.46,3.161,2958.8,225.7109924,5.372,FALSE
6,"11/01/2013",48.26,3.243,5510.29,225.8320114,5.372,FALSE
6,"18/01/2013",44.94,3.237,3311.95,225.8649753,5.372,FALSE
6,"25/01/2013",57.35,3.227,1541.93,225.8627173,5.372,FALSE
6,"01/02/2013",58.57,3.244,12770.23,225.8604592,5.372,FALSE
6,"08/02/2013",60.55,3.417,64733.8,225.8582011,5.372,TRUE
6,"15/02/2013",53.36,3.475,20422.71,225.8980588,5.372,FALSE
6,"22/02/2013",54.57,3.597,12528.67,226.0432059,5.372,FALSE
6,"01/03/2013",50.08,3.711,5999.24,226.1883529,5.372,FALSE
6,"08/03/2013",55.31,3.658,45591.46,226.3335,5.372,FALSE
6,"15/03/2013",59.18,3.622,8035.95,226.4615074,5.372,FALSE
6,"22/03/2013",65.87,3.611,11497.72,226.5466657,5.372,FALSE
6,"29/03/2013",54.23,3.606,6162.8,226.6318239,5.372,FALSE
6,"05/04/2013",61.4,3.583,13894.83,226.7169822,5.285,FALSE
6,"12/04/2013",63.11,3.529,5772.74,226.8021404,5.285,FALSE
6,"19/04/2013",68.65,3.451,2218.26,226.8021404,5.285,FALSE
6,"26/04/2013",60.91,3.417,2848.95,226.8021404,5.285,FALSE
6,"03/05/2013",68.17,3.386,11882.48,NA,NA,FALSE
6,"10/05/2013",66.6,3.392,4028.93,NA,NA,FALSE
6,"17/05/2013",72.28,3.454,7729.62,NA,NA,FALSE
6,"24/05/2013",78.46,3.494,5842.49,NA,NA,FALSE
6,"31/05/2013",77.49,3.466,5849.58,NA,NA,FALSE
6,"07/06/2013",79.63,3.439,15657.52,NA,NA,FALSE
6,"14/06/2013",80.91,3.431,4061.92,NA,NA,FALSE
6,"21/06/2013",83.53,3.479,6264.97,NA,NA,FALSE
6,"28/06/2013",86.14,3.495,5463.09,NA,NA,FALSE
6,"05/07/2013",82.98,3.422,14374.85,NA,NA,FALSE
6,"12/07/2013",85.91,3.4,13456.91,NA,NA,FALSE
6,"19/07/2013",79.11,3.556,2124.1,NA,NA,FALSE
6,"26/07/2013",84.42,3.62,543.69,NA,NA,FALSE
7,"05/02/2010",10.53,2.58,NA,189.3816974,9.014,FALSE
7,"12/02/2010",25.9,2.572,NA,189.4642725,9.014,TRUE
7,"19/02/2010",27.28,2.55,NA,189.5340998,9.014,FALSE
7,"26/02/2010",24.91,2.586,NA,189.6018023,9.014,FALSE
7,"05/03/2010",35.86,2.62,NA,189.6695049,9.014,FALSE
7,"12/03/2010",27.25,2.684,NA,189.7372075,9.014,FALSE
7,"19/03/2010",29.04,2.692,NA,189.734262,9.014,FALSE
7,"26/03/2010",23.33,2.717,NA,189.7195417,9.014,FALSE
7,"02/04/2010",38.26,2.725,NA,189.7048215,8.963,FALSE
7,"09/04/2010",33.79,2.75,NA,189.6901012,8.963,FALSE
7,"16/04/2010",41.89,2.765,NA,189.6628845,8.963,FALSE
7,"23/04/2010",43.07,2.776,NA,189.6190057,8.963,FALSE
7,"30/04/2010",38.99,2.766,NA,189.575127,8.963,FALSE
7,"07/05/2010",40.07,2.771,NA,189.5312483,8.963,FALSE
7,"14/05/2010",41.41,2.788,NA,189.4904116,8.963,FALSE
7,"21/05/2010",46.6,2.776,NA,189.467827,8.963,FALSE
7,"28/05/2010",54.24,2.737,NA,189.4452425,8.963,FALSE
7,"04/06/2010",53.63,2.7,NA,189.422658,8.963,FALSE
7,"11/06/2010",63.59,2.684,NA,189.4000734,8.963,FALSE
7,"18/06/2010",52.7,2.674,NA,189.4185259,8.963,FALSE
7,"25/06/2010",59.94,2.715,NA,189.4533931,8.963,FALSE
7,"02/07/2010",61.31,2.728,NA,189.4882603,9.017,FALSE
7,"09/07/2010",58,2.711,NA,189.5231276,9.017,FALSE
7,"16/07/2010",62.19,2.699,NA,189.6125456,9.017,FALSE
7,"23/07/2010",64.64,2.691,NA,189.774698,9.017,FALSE
7,"30/07/2010",66.07,2.69,NA,189.9368504,9.017,FALSE
7,"06/08/2010",61.7,2.69,NA,190.0990028,9.017,FALSE
7,"13/08/2010",60.13,2.723,NA,190.2611552,9.017,FALSE
7,"20/08/2010",59.59,2.732,NA,190.2948237,9.017,FALSE
7,"27/08/2010",57.57,2.731,NA,190.3284922,9.017,FALSE
7,"03/09/2010",49.84,2.773,NA,190.3621607,9.017,FALSE
7,"10/09/2010",48.5,2.78,NA,190.3958293,9.017,TRUE
7,"17/09/2010",48.56,2.8,NA,190.4688287,9.017,FALSE
7,"24/09/2010",47.55,2.793,NA,190.5713264,9.017,FALSE
7,"01/10/2010",49.99,2.759,NA,190.6738241,9.137,FALSE
7,"08/10/2010",44.13,2.745,NA,190.7763218,9.137,FALSE
7,"15/10/2010",35.86,2.762,NA,190.8623087,9.137,FALSE
7,"22/10/2010",36.84,2.762,NA,190.9070184,9.137,FALSE
7,"29/10/2010",34.78,2.748,NA,190.951728,9.137,FALSE
7,"05/11/2010",49.44,2.729,NA,190.9964377,9.137,FALSE
7,"12/11/2010",22.12,2.737,NA,191.0411474,9.137,FALSE
7,"19/11/2010",25.56,2.758,NA,191.0312172,9.137,FALSE
7,"26/11/2010",17.95,2.742,NA,191.0121805,9.137,TRUE
7,"03/12/2010",21.88,2.712,NA,190.9931437,9.137,FALSE
7,"10/12/2010",24.24,2.728,NA,190.9741069,9.137,FALSE
7,"17/12/2010",20.74,2.778,NA,191.0303376,9.137,FALSE
7,"24/12/2010",26.04,2.781,NA,191.1430189,9.137,FALSE
7,"31/12/2010",13.76,2.829,NA,191.2557002,9.137,TRUE
7,"07/01/2011",10.09,2.882,NA,191.3683815,8.818,FALSE
7,"14/01/2011",11.32,2.911,NA,191.4784939,8.818,FALSE
7,"21/01/2011",25.4,2.973,NA,191.5731924,8.818,FALSE
7,"28/01/2011",10.11,3.008,NA,191.667891,8.818,FALSE
7,"04/02/2011",-2.06,3.011,NA,191.7625895,8.818,FALSE
7,"11/02/2011",10.24,3.037,NA,191.8572881,8.818,TRUE
7,"18/02/2011",17.3,3.051,NA,191.9178331,8.818,FALSE
7,"25/02/2011",17.46,3.101,NA,191.9647167,8.818,FALSE
7,"04/03/2011",21.84,3.232,NA,192.0116004,8.818,FALSE
7,"11/03/2011",20.7,3.372,NA,192.058484,8.818,FALSE
7,"18/03/2011",27.69,3.406,NA,192.1237981,8.818,FALSE
7,"25/03/2011",25.69,3.414,NA,192.1964844,8.818,FALSE
7,"01/04/2011",24.83,3.461,NA,192.2691707,8.595,FALSE
7,"08/04/2011",30.64,3.532,NA,192.3418571,8.595,FALSE
7,"15/04/2011",27.79,3.611,NA,192.4225954,8.595,FALSE
7,"22/04/2011",31.84,3.636,NA,192.5234638,8.595,FALSE
7,"29/04/2011",26.79,3.663,NA,192.6243322,8.595,FALSE
7,"06/05/2011",26.54,3.735,NA,192.7252006,8.595,FALSE
7,"13/05/2011",36.61,3.767,NA,192.826069,8.595,FALSE
7,"20/05/2011",36.16,3.828,NA,192.831317,8.595,FALSE
7,"27/05/2011",37.51,3.795,NA,192.8365651,8.595,FALSE
7,"03/06/2011",45.77,3.763,NA,192.8418131,8.595,FALSE
7,"10/06/2011",53.3,3.735,NA,192.8470612,8.595,FALSE
7,"17/06/2011",48.79,3.697,NA,192.9034759,8.595,FALSE
7,"24/06/2011",46.85,3.661,NA,192.9982655,8.595,FALSE
7,"01/07/2011",58.54,3.597,NA,193.0930552,8.622,FALSE
7,"08/07/2011",59.08,3.54,NA,193.1878448,8.622,FALSE
7,"15/07/2011",54.37,3.532,NA,193.3125484,8.622,FALSE
7,"22/07/2011",56.22,3.545,NA,193.5120367,8.622,FALSE
7,"29/07/2011",56.66,3.547,NA,193.711525,8.622,FALSE
7,"05/08/2011",55.91,3.554,NA,193.9110133,8.622,FALSE
7,"12/08/2011",54.56,3.542,NA,194.1105017,8.622,FALSE
7,"19/08/2011",56.06,3.499,NA,194.2500634,8.622,FALSE
7,"26/08/2011",57.6,3.485,NA,194.3796374,8.622,FALSE
7,"02/09/2011",53.4,3.511,NA,194.5092113,8.622,FALSE
7,"09/09/2011",45.61,3.566,NA,194.6387853,8.622,TRUE
7,"16/09/2011",43.67,3.596,NA,194.7419707,8.622,FALSE
7,"23/09/2011",43.67,3.581,NA,194.8099713,8.622,FALSE
7,"30/09/2011",47.34,3.538,NA,194.8779718,8.622,FALSE
7,"07/10/2011",40.65,3.498,NA,194.9459724,8.513,FALSE
7,"14/10/2011",32.65,3.491,NA,195.0261012,8.513,FALSE
7,"21/10/2011",37.49,3.548,NA,195.1789994,8.513,FALSE
7,"28/10/2011",28.82,3.55,NA,195.3318977,8.513,FALSE
7,"04/11/2011",23.41,3.527,NA,195.4847959,8.513,FALSE
7,"11/11/2011",19.53,3.505,3307.6,195.6376941,8.513,FALSE
7,"18/11/2011",29.53,3.479,3221.47,195.7184713,8.513,FALSE
7,"25/11/2011",27.6,3.424,35.94,195.7704,8.513,TRUE
7,"02/12/2011",20.38,3.378,2229.32,195.8223287,8.513,FALSE
7,"09/12/2011",11.17,3.331,3393.21,195.8742575,8.513,FALSE
7,"16/12/2011",15.2,3.266,2089.28,195.9841685,8.513,FALSE
7,"23/12/2011",12.19,3.173,519.82,196.1713893,8.513,FALSE
7,"30/12/2011",15.56,3.119,2026.82,196.3586101,8.513,TRUE
7,"06/01/2012",18.67,3.095,2373.44,196.5458309,8.256,FALSE
7,"13/01/2012",7.46,3.077,3167.26,196.7330517,8.256,FALSE
7,"20/01/2012",27.41,3.055,1967.73,196.7796652,8.256,FALSE
7,"27/01/2012",26.9,3.038,747.21,196.8262786,8.256,FALSE
7,"03/02/2012",22.2,3.031,56917.7,196.8728921,8.256,FALSE
7,"10/02/2012",18.79,3.103,13100.37,196.9195056,8.256,TRUE
7,"17/02/2012",27.03,3.113,5453.54,196.9432711,8.256,FALSE
7,"24/02/2012",24.41,3.129,10170.57,196.9499007,8.256,FALSE
7,"02/03/2012",21.64,3.191,41848.34,196.9565303,8.256,FALSE
7,"09/03/2012",30.1,3.286,12144.9,196.9631599,8.256,FALSE
7,"16/03/2012",37.29,3.486,2980.91,197.0457208,8.256,FALSE
7,"23/03/2012",35.06,3.664,8458.87,197.2295234,8.256,FALSE
7,"30/03/2012",44.99,3.75,8460.02,197.4133259,8.256,FALSE
7,"06/04/2012",44.29,3.854,7550.89,197.5971285,8.09,FALSE
7,"13/04/2012",41.43,3.901,1662.2,197.780931,8.09,FALSE
7,"20/04/2012",39.3,3.936,2114.64,197.7227385,8.09,FALSE
7,"27/04/2012",51.49,3.927,819.48,197.664546,8.09,FALSE
7,"04/05/2012",45.38,3.903,6018.32,197.6063534,8.09,FALSE
7,"11/05/2012",48.54,3.87,24426.8,197.5481609,8.09,FALSE
7,"18/05/2012",49.41,3.837,3225.22,197.5553137,8.09,FALSE
7,"25/05/2012",50.6,3.804,5126.54,197.5886046,8.09,FALSE
7,"01/06/2012",55.06,3.764,2427.12,197.6218954,8.09,FALSE
7,"08/06/2012",63.07,3.741,3729.69,197.6551863,8.09,FALSE
7,"15/06/2012",59.33,3.723,16717.38,197.692292,8.09,FALSE
7,"22/06/2012",63.69,3.735,12407.71,197.7389345,8.09,FALSE
7,"29/06/2012",68.84,3.693,1246.74,197.785577,8.09,FALSE
7,"06/07/2012",64.67,3.646,2779.97,197.8322195,7.872,FALSE
7,"13/07/2012",64.21,3.613,1562.86,197.8788621,7.872,FALSE
7,"20/07/2012",62.87,3.585,1182.59,197.9290378,7.872,FALSE
7,"27/07/2012",64.6,3.57,1064.81,197.9792136,7.872,FALSE
7,"03/08/2012",61.83,3.528,9468.47,198.0293893,7.872,FALSE
7,"10/08/2012",63.41,3.509,4032.28,198.0795651,7.872,FALSE
7,"17/08/2012",59.66,3.545,1266.82,198.1001057,7.872,FALSE
7,"24/08/2012",59.27,3.558,2534.52,198.0984199,7.872,FALSE
7,"31/08/2012",60.46,3.556,6246.07,198.0967341,7.872,FALSE
7,"07/09/2012",57.84,3.596,5069.74,198.0950484,7.872,TRUE
7,"14/09/2012",53.66,3.659,3180.52,198.1267184,7.872,FALSE
7,"21/09/2012",51.77,3.765,4113.14,198.358523,7.872,FALSE
7,"28/09/2012",50.64,3.789,3735.2,198.5903276,7.872,FALSE
7,"05/10/2012",48.43,3.779,2955.56,198.8221322,7.557,FALSE
7,"12/10/2012",41.43,3.76,302.62,199.0539368,7.557,FALSE
7,"19/10/2012",43.01,3.75,2034.63,199.1481963,7.557,FALSE
7,"26/10/2012",42.53,3.686,2818.42,199.2195317,7.557,FALSE
7,"02/11/2012",37.2,3.604,3335.15,199.2908671,7.557,FALSE
7,"09/11/2012",36.89,3.545,1797.81,199.3622024,7.557,FALSE
7,"16/11/2012",23.91,3.479,4971.72,199.4313603,7.557,FALSE
7,"23/11/2012",34.81,3.45,295.5,199.4976149,7.557,TRUE
7,"30/11/2012",28.1,3.436,3839.63,199.5638695,7.557,FALSE
7,"07/12/2012",34.19,3.373,4599.98,199.6301241,7.557,FALSE
7,"14/12/2012",20.93,3.303,1463.18,199.7190578,7.557,FALSE
7,"21/12/2012",12.57,3.218,1066.13,199.9440662,7.557,FALSE
7,"28/12/2012",2.32,3.108,7153,200.1690745,7.557,TRUE
7,"04/01/2013",-6.08,3.034,1390.63,200.3940829,7.107,FALSE
7,"11/01/2013",-6.61,2.957,2117.01,200.6190912,7.107,FALSE
7,"18/01/2013",-7.29,2.889,6630.25,200.7382625,7.107,FALSE
7,"25/01/2013",4,2.872,717.12,200.815099,7.107,FALSE
7,"01/02/2013",25.67,2.998,4389.12,200.8919355,7.107,FALSE
7,"08/02/2013",11.26,3.214,30907.52,200.968772,7.107,TRUE
7,"15/02/2013",13.73,3.391,8906.51,201.040053,7.107,FALSE
7,"22/02/2013",13.39,3.563,7919.43,201.0974452,7.107,FALSE
7,"01/03/2013",11.94,3.638,3789.54,201.1548374,7.107,FALSE
7,"08/03/2013",24.24,3.624,9370.38,201.2122297,7.107,FALSE
7,"15/03/2013",30.09,3.607,2521.46,201.2410473,7.107,FALSE
7,"22/03/2013",30.94,3.609,4514.13,201.1984283,7.107,FALSE
7,"29/03/2013",26.56,3.605,7886.02,201.1558092,7.107,FALSE
7,"05/04/2013",39.3,3.633,6121.49,201.1131902,6.953,FALSE
7,"12/04/2013",34.79,3.642,1731.11,201.0705712,6.953,FALSE
7,"19/04/2013",29.7,3.603,1726.61,201.0705712,6.953,FALSE
7,"26/04/2013",35.7,3.568,738.97,201.0705712,6.953,FALSE
7,"03/05/2013",42.36,3.573,4661.74,NA,NA,FALSE
7,"10/05/2013",44.11,3.609,4441.63,NA,NA,FALSE
7,"17/05/2013",53.23,3.703,3048.39,NA,NA,FALSE
7,"24/05/2013",50.09,3.884,1557.79,NA,NA,FALSE
7,"31/05/2013",50.7,3.87,2350.78,NA,NA,FALSE
7,"07/06/2013",50.92,3.825,4849.33,NA,NA,FALSE
7,"14/06/2013",54.81,3.797,2143.04,NA,NA,FALSE
7,"21/06/2013",52.16,3.736,1434.01,NA,NA,FALSE
7,"28/06/2013",55.28,3.691,2817.6,NA,NA,FALSE
7,"05/07/2013",53.86,3.637,3764.78,NA,NA,FALSE
7,"12/07/2013",59.99,3.583,918.12,NA,NA,FALSE
7,"19/07/2013",55.22,3.585,460.9,NA,NA,FALSE
7,"26/07/2013",56.69,3.582,180.87,NA,NA,FALSE
8,"05/02/2010",34.14,2.572,NA,214.4714512,6.299,FALSE
8,"12/02/2010",33.34,2.548,NA,214.6214189,6.299,TRUE
8,"19/02/2010",39.1,2.514,NA,214.6664878,6.299,FALSE
8,"26/02/2010",37.91,2.561,NA,214.6940735,6.299,FALSE
8,"05/03/2010",45.64,2.625,NA,214.7216592,6.299,FALSE
8,"12/03/2010",49.76,2.667,NA,214.7492449,6.299,FALSE
8,"19/03/2010",47.26,2.72,NA,214.5764954,6.299,FALSE
8,"26/03/2010",46.51,2.732,NA,214.3703567,6.299,FALSE
8,"02/04/2010",60.18,2.719,NA,214.164218,6.29,FALSE
8,"09/04/2010",59.25,2.77,NA,213.9580793,6.29,FALSE
8,"16/04/2010",62.66,2.808,NA,213.8186357,6.29,FALSE
8,"23/04/2010",56.1,2.795,NA,213.768119,6.29,FALSE
8,"30/04/2010",61.01,2.78,NA,213.7176024,6.29,FALSE
8,"07/05/2010",62.68,2.835,NA,213.6670857,6.29,FALSE
8,"14/05/2010",61.35,2.854,NA,213.6655355,6.29,FALSE
8,"21/05/2010",66.03,2.826,NA,213.9577839,6.29,FALSE
8,"28/05/2010",74.71,2.759,NA,214.2500323,6.29,FALSE
8,"04/06/2010",75.71,2.705,NA,214.5422806,6.29,FALSE
8,"11/06/2010",82.21,2.668,NA,214.834529,6.29,FALSE
8,"18/06/2010",78.79,2.637,NA,214.8324452,6.29,FALSE
8,"25/06/2010",81.78,2.653,NA,214.7126286,6.29,FALSE
8,"02/07/2010",74.78,2.669,NA,214.5928119,6.315,FALSE
8,"09/07/2010",72.49,2.642,NA,214.4729952,6.315,FALSE
8,"16/07/2010",77.49,2.623,NA,214.4640599,6.315,FALSE
8,"23/07/2010",78.29,2.608,NA,214.6029664,6.315,FALSE
8,"30/07/2010",76.02,2.64,NA,214.7418728,6.315,FALSE
8,"06/08/2010",80.37,2.627,NA,214.8807793,6.315,FALSE
8,"13/08/2010",80.11,2.692,NA,215.0196857,6.315,FALSE
8,"20/08/2010",79.36,2.664,NA,214.9779825,6.315,FALSE
8,"27/08/2010",74.92,2.619,NA,214.9362793,6.315,FALSE
8,"03/09/2010",76.14,2.577,NA,214.894576,6.315,FALSE
8,"10/09/2010",74.34,2.565,NA,214.8528728,6.315,TRUE
8,"17/09/2010",75.32,2.582,NA,214.8785562,6.315,FALSE
8,"24/09/2010",72.21,2.624,NA,214.9547795,6.315,FALSE
8,"01/10/2010",68.7,2.603,NA,215.0310029,6.433,FALSE
8,"08/10/2010",62.94,2.633,NA,215.1072262,6.433,FALSE
8,"15/10/2010",62.59,2.72,NA,215.1757,6.433,FALSE
8,"22/10/2010",62.86,2.725,NA,215.2248,6.433,FALSE
8,"29/10/2010",57.93,2.716,NA,215.2739,6.433,FALSE
8,"05/11/2010",55.76,2.689,NA,215.323,6.433,FALSE
8,"12/11/2010",54.89,2.728,NA,215.3721,6.433,FALSE
8,"19/11/2010",43.86,2.771,NA,215.2538714,6.433,FALSE
8,"26/11/2010",51.07,2.735,NA,215.1077548,6.433,TRUE
8,"03/12/2010",42.85,2.708,NA,214.9616381,6.433,FALSE
8,"10/12/2010",42.47,2.843,NA,214.8155214,6.433,FALSE
8,"17/12/2010",45.03,2.869,NA,214.7510843,6.433,FALSE
8,"24/12/2010",45.67,2.886,NA,214.7479069,6.433,FALSE
8,"31/12/2010",41.47,2.943,NA,214.7447295,6.433,TRUE
8,"07/01/2011",35.77,2.976,NA,214.7415521,6.262,FALSE
8,"14/01/2011",31.62,2.983,NA,214.7930991,6.262,FALSE
8,"21/01/2011",42.06,3.016,NA,215.1729926,6.262,FALSE
8,"28/01/2011",39.26,3.01,NA,215.5528862,6.262,FALSE
8,"04/02/2011",24.48,2.989,NA,215.9327797,6.262,FALSE
8,"11/02/2011",28.26,3.022,NA,216.3126733,6.262,TRUE
8,"18/02/2011",50.64,3.045,NA,216.6310383,6.262,FALSE
8,"25/02/2011",51.29,3.065,NA,216.9247918,6.262,FALSE
8,"04/03/2011",53.18,3.288,NA,217.2185454,6.262,FALSE
8,"11/03/2011",49.14,3.459,NA,217.512299,6.262,FALSE
8,"18/03/2011",56.68,3.488,NA,217.7705442,6.262,FALSE
8,"25/03/2011",59.74,3.473,NA,218.0145862,6.262,FALSE
8,"01/04/2011",49.86,3.524,NA,218.2586281,6.297,FALSE
8,"08/04/2011",65.62,3.622,NA,218.50267,6.297,FALSE
8,"15/04/2011",63.55,3.743,NA,218.7262524,6.297,FALSE
8,"22/04/2011",65.11,3.807,NA,218.8986857,6.297,FALSE
8,"29/04/2011",62.29,3.81,NA,219.071119,6.297,FALSE
8,"06/05/2011",58.92,3.906,NA,219.2435524,6.297,FALSE
8,"13/05/2011",72.96,3.899,NA,219.4159857,6.297,FALSE
8,"20/05/2011",65.54,3.907,NA,219.1746922,6.297,FALSE
8,"27/05/2011",73.14,3.786,NA,218.9333986,6.297,FALSE
8,"03/06/2011",82.05,3.699,NA,218.6921051,6.297,FALSE
8,"10/06/2011",82.21,3.648,NA,218.4508115,6.297,FALSE
8,"17/06/2011",84.73,3.637,NA,218.4021448,6.297,FALSE
8,"24/06/2011",83.94,3.594,NA,218.4979481,6.297,FALSE
8,"01/07/2011",87.26,3.524,NA,218.5937514,6.425,FALSE
8,"08/07/2011",83.57,3.48,NA,218.6895548,6.425,FALSE
8,"15/07/2011",84.26,3.575,NA,218.7746217,6.425,FALSE
8,"22/07/2011",85.46,3.651,NA,218.8328475,6.425,FALSE
8,"29/07/2011",86.46,3.682,NA,218.8910733,6.425,FALSE
8,"05/08/2011",85.15,3.684,NA,218.9492991,6.425,FALSE
8,"12/08/2011",86.05,3.638,NA,219.0075249,6.425,FALSE
8,"19/08/2011",82.92,3.554,NA,219.0701968,6.425,FALSE
8,"26/08/2011",84.69,3.523,NA,219.1336097,6.425,FALSE
8,"02/09/2011",84.77,3.533,NA,219.1970226,6.425,FALSE
8,"09/09/2011",69.01,3.546,NA,219.2604355,6.425,TRUE
8,"16/09/2011",69.09,3.526,NA,219.4442443,6.425,FALSE
8,"23/09/2011",68.72,3.467,NA,219.788581,6.425,FALSE
8,"30/09/2011",72.2,3.355,NA,220.1329176,6.425,FALSE
8,"07/10/2011",67.61,3.285,NA,220.4772543,6.123,FALSE
8,"14/10/2011",61.74,3.274,NA,220.7960935,6.123,FALSE
8,"21/10/2011",59.97,3.353,NA,220.9619484,6.123,FALSE
8,"28/10/2011",56.86,3.372,NA,221.1278032,6.123,FALSE
8,"04/11/2011",49.68,3.332,NA,221.2936581,6.123,FALSE
8,"11/11/2011",50.56,3.297,4971.01,221.4595129,6.123,FALSE
8,"18/11/2011",51.72,3.308,6839.45,221.6911738,6.123,FALSE
8,"25/11/2011",49.61,3.236,437.61,221.9491571,6.123,TRUE
8,"02/12/2011",40.82,3.172,2222.42,222.2071405,6.123,FALSE
8,"09/12/2011",30.51,3.158,4425.92,222.4651238,6.123,FALSE
8,"16/12/2011",39.79,3.159,739.45,222.6910959,6.123,FALSE
8,"23/12/2011",38.16,3.112,1234,222.8743862,6.123,FALSE
8,"30/12/2011",36.33,3.129,3701.08,223.0576765,6.123,TRUE
8,"06/01/2012",43.47,3.157,3093.39,223.2409668,5.825,FALSE
8,"13/01/2012",36.46,3.261,6725.29,223.4242571,5.825,FALSE
8,"20/01/2012",46.81,3.268,1643.08,223.5188055,5.825,FALSE
8,"27/01/2012",45.52,3.29,6065.01,223.6133539,5.825,FALSE
8,"03/02/2012",45.56,3.36,41524.03,223.7079023,5.825,FALSE
8,"10/02/2012",35.71,3.409,9332.6,223.8024507,5.825,TRUE
8,"17/02/2012",37.51,3.51,4376.58,223.9658621,5.825,FALSE
8,"24/02/2012",46.33,3.555,9712.39,224.1809207,5.825,FALSE
8,"02/03/2012",50.95,3.63,19521.45,224.3959793,5.825,FALSE
8,"09/03/2012",49.59,3.669,7740.12,224.6110379,5.825,FALSE
8,"16/03/2012",56.63,3.734,4879.04,224.7657327,5.825,FALSE
8,"23/03/2012",52.9,3.787,6155.76,224.8399424,5.825,FALSE
8,"30/03/2012",66.69,3.845,6052.68,224.9141521,5.825,FALSE
8,"06/04/2012",62.18,3.891,6821.13,224.9883618,5.679,FALSE
8,"13/04/2012",65.19,3.891,7627.83,225.0625714,5.679,FALSE
8,"20/04/2012",63.59,3.877,3600.79,225.1179914,5.679,FALSE
8,"27/04/2012",70.34,3.814,5440.25,225.1734114,5.679,FALSE
8,"04/05/2012",73.96,3.749,12807.63,225.2288314,5.679,FALSE
8,"11/05/2012",64.96,3.688,10852.45,225.2842514,5.679,FALSE
8,"18/05/2012",64.16,3.63,7288.06,225.3002908,5.679,FALSE
8,"25/05/2012",76.11,3.561,2989.94,225.3005779,5.679,FALSE
8,"01/06/2012",78.31,3.501,11578.32,225.300865,5.679,FALSE
8,"08/06/2012",74.28,3.452,8721.82,225.3011521,5.679,FALSE
8,"15/06/2012",77.14,3.393,8583.02,225.3134743,5.679,FALSE
8,"22/06/2012",78.85,3.346,5146.44,225.3558843,5.679,FALSE
8,"29/06/2012",84.47,3.286,8467.23,225.3982943,5.679,FALSE
8,"06/07/2012",81.24,3.227,10526.01,225.4407043,5.401,FALSE
8,"13/07/2012",78.46,3.256,10278.48,225.4831143,5.401,FALSE
8,"20/07/2012",79.94,3.311,6764.94,225.4930078,5.401,FALSE
8,"27/07/2012",81.71,3.407,6382.88,225.5029014,5.401,FALSE
8,"03/08/2012",85.06,3.417,12755.02,225.5127949,5.401,FALSE
8,"10/08/2012",83.74,3.494,11811.65,225.5226885,5.401,FALSE
8,"17/08/2012",81.21,3.571,3224.14,225.6050797,5.401,FALSE
8,"24/08/2012",73.77,3.62,3822.14,225.7418442,5.401,FALSE
8,"31/08/2012",75.33,3.638,10297.42,225.8786088,5.401,FALSE
8,"07/09/2012",80.87,3.73,11548.63,226.0153733,5.401,TRUE
8,"14/09/2012",67.21,3.717,4678.98,226.1615981,5.401,FALSE
8,"21/09/2012",66.96,3.721,3913.12,226.3645848,5.401,FALSE
8,"28/09/2012",71.1,3.666,5518.65,226.5675714,5.401,FALSE
8,"05/10/2012",61.41,3.617,3709.42,226.7705581,5.124,FALSE
8,"12/10/2012",55.03,3.601,757.39,226.9735448,5.124,FALSE
8,"19/10/2012",62.99,3.594,1260.59,227.0184166,5.124,FALSE
8,"26/10/2012",64.74,3.506,2679.05,227.0369359,5.124,FALSE
8,"02/11/2012",53.41,3.386,8753.34,227.0554553,5.124,FALSE
8,"09/11/2012",58.95,3.314,6026.16,227.0739747,5.124,FALSE
8,"16/11/2012",48.24,3.252,14137.45,227.1065086,5.124,FALSE
8,"23/11/2012",53.59,3.211,619.88,227.1577286,5.124,TRUE
8,"30/11/2012",48.92,3.207,7136.29,227.2089486,5.124,FALSE
8,"07/12/2012",53.13,3.198,9652.09,227.2601686,5.124,FALSE
8,"14/12/2012",40.41,3.168,3714.5,227.3214378,5.124,FALSE
8,"21/12/2012",43.31,3.098,6006.01,227.4430023,5.124,FALSE
8,"28/12/2012",33.68,3.108,8867.99,227.5645668,5.124,TRUE
8,"04/01/2013",29.75,3.161,1048.19,227.6861313,5.212,FALSE
8,"11/01/2013",38.79,3.243,4261.84,227.8076959,5.212,FALSE
8,"18/01/2013",31.83,3.237,5317.35,227.8390876,5.212,FALSE
8,"25/01/2013",44.34,3.227,6534.46,227.8344101,5.212,FALSE
8,"01/02/2013",46.81,3.244,17701.91,227.8297327,5.212,FALSE
